iter	Logloss
279	0.2464976772
280	0.2463550717
281	0.2462613265
282	0.2461527129
283	0.2459736361
284	0.245876482
285	0.245824963
286	0.2457460673
287	0.245693944
288	0.2454988875
289	0.2453835307
290	0.2453181749
291	0.2451952776
292	0.2450777119
293	0.2450194111
294	0.2449800036
295	0.2448816849
296	0.2448031371
297	0.2447428157
298	0.2446351929
299	0.2444790815
300	0.2444242305
301	0.2443338751
302	0.2442296905
303	0.2441621708
304	0.2440673452
305	0.2440254174
306	0.2439103677
307	0.2438541635
308	0.2437168167
309	0.2436429371
310	0.2435443546
311	0.2434844217
312	0.2433784005
313	0.2432750558
314	0.2431986011
315	0.2431328047
316	0.2430152909
317	0.2428639072
318	0.2428377733
319	0.2427283001
320	0.2426355948
321	0.2424930588
322	0.2423480196
323	0.242189318
324	0.2421662709
325	0.2421012513
326	0.2420194922
327	0.2419171987
328	0.2418503095
329	0.2418223267
330	0.24180886
331	0.2417785115
332	0.2416880485
333	0.241626079
334	0.2415538743
335	0.2415210822
336	0.2414392916
337	0.2414047265
338	0.2413565587
339	0.241233783
340	0.2411316505
341	0.2410107378
342	0.2408998254
343	0.2408121506
344	0.2407508197
345	0.2407087263
346	0.2405761241
347	0.2405185425
348	0.2404174912
349	0.2403883825
350	0.2402787094
351	0.2401523299
352	0.2401182156
353	0.2400147118
354	0.239973053
355	0.2399293455
356	0.2398548283
357	0.2398039386
358	0.239623125
359	0.2395380788
360	0.2394519455
361	0.2393863866
362	0.2393211542
363	0.239164142
364	0.2390848307
365	0.2390150704
366	0.2389172998
367	0.2387519377
368	0.2386458043
369	0.2385753804
370	0.2385260863
371	0.2384490133
372	0.2383236575
373	0.2382029866
374	0.2381129255
375	0.2380926293
376	0.2380497602
377	0.2379684364
378	0.2379125305
379	0.2378013633
380	0.2377437689
381	0.2377217385
382	0.2376863211
383	0.2376194525
384	0.2375980305
385	0.2375127739
386	0.2374068729
387	0.2372903987
388	0.2371907259
389	0.2371876144
390	0.237150971
391	0.2371219972
392	0.2370945815
393	0.2370085121
394	0.2369497526
395	0.2368656901
396	0.2367793293
397	0.2366833112
398	0.2366056642
399	0.2365455973
400	0.236483815
401	0.2363823846
402	0.2362576534
403	0.2361570108
404	0.236086302
405	0.2359497998
406	0.2358920391
407	0.2358567233
408	0.2358331915
409	0.2357333625
410	0.235694257
411	0.2355195608
412	0.2354358255
413	0.2353460751
414	0.2352833522
415	0.2352397598
416	0.2351774229
417	0.2350256055
418	0.2349441446
419	0.2348848162
420	0.2348531067
421	0.2348226407
422	0.2347022164
423	0.2345935343
424	0.2345245318
425	0.2344866229
426	0.2344038741
427	0.234330646
428	0.2342170649
429	0.2341118532
430	0.2340245991
431	0.2339624722
432	0.2339146602
433	0.2338529239
434	0.233783376
435	0.2337181442
436	0.2336752259
437	0.2336470751
438	0.2336245064
439	0.2335546987
440	0.2335089156
441	0.2334729431
442	0.2334256874
443	0.2334085044
444	0.2332401251
445	0.2332032669
446	0.2331727341
447	0.2330704911
448	0.2329471728
449	0.2329360447
450	0.232935673
451	0.2327914607
452	0.2327249458
453	0.232624836
454	0.232589031
455	0.2325120048
456	0.2325007913
457	0.2324450568
458	0.2323473446
459	0.2323409292
460	0.2323373927
461	0.2322684952
462	0.2322599617
463	0.2321639233
464	0.2321370146
465	0.2320952644
466	0.2319918293
467	0.2319414121
468	0.2318752211
469	0.2317174912
470	0.2316266984
471	0.2315880546
472	0.2315558886
473	0.2315177736
474	0.2315034693
475	0.2314257467
476	0.2313616027
477	0.2313315544
478	0.2312772995
479	0.2311851817
480	0.2311245391
481	0.2310101614
482	0.230951489
483	0.2308795909
484	0.2307483206
485	0.2307322095
486	0.2307205687
487	0.2306077516
488	0.2304880352
489	0.2303860798
490	0.2302786697
491	0.2302413418
492	0.2302051388
493	0.2301132504
494	0.2300180838
495	0.2299528075
496	0.2298196734
497	0.229784364
498	0.229767755
499	0.2296886486
500	0.2296002844
501	0.2295458895
502	0.2295314846
503	0.2294887825
504	0.2294396071
505	0.22938716
506	0.229274241
507	0.2292441449
508	0.2292070243
509	0.2291569755
510	0.2291436985
511	0.2291376272
512	0.2290820723
513	0.2290625556
514	0.2290228228
515	0.2289475219
516	0.2288899891
517	0.2288628342
518	0.2288206233
519	0.228697695
520	0.2286689933
521	0.228609813
522	0.2285019489
523	0.228430352
524	0.228375261
525	0.2283341759
526	0.2283095212
527	0.2282526596
528	0.2282069693
529	0.2281573449
530	0.2281045844
531	0.2280253273
532	0.2280072741
533	0.227947871
534	0.2279318832
535	0.2278671331
536	0.227791504
537	0.227772049
538	0.2277081822
539	0.2276653964
540	0.2275784485
541	0.2274689457
542	0.2274444227
543	0.2273680281
544	0.2273040235
545	0.2272314666
546	0.2271979111
547	0.2271323582
548	0.2271095064
549	0.2270431635
550	0.2270310001
551	0.2270123022
552	0.2269568471
553	0.2269294537
554	0.2269093105
555	0.2268286382
556	0.2267751219
557	0.2267690357
558	0.2266862626
559	0.2265731931
560	0.2265562144
561	0.2265214895
562	0.226501794
563	0.2263822444
564	0.2263349211
565	0.2262113505
566	0.2261662601
567	0.2261326479
568	0.2260803626
569	0.2260297353
570	0.2258848954
571	0.2257767496
572	0.2257524711
573	0.2256662355
574	0.2256156273
575	0.2255681482
576	0.2255647499
577	0.2254894873
578	0.2254640529
579	0.2253605579
580	0.2252990127
581	0.2252302903
582	0.2252137012
583	0.2251996405
584	0.225144572
585	0.225003548
586	0.2249321103
587	0.2248970873
588	0.2248523773
589	0.2247513471
590	0.2247129835
591	0.2246730191
592	0.2246258264
593	0.2246113733
594	0.2245376205
595	0.2244785502
596	0.224413369
597	0.224324767
598	0.2242967503
599	0.2242216858
600	0.2241627238
601	0.2241295848
602	0.224097784
603	0.2240636469
604	0.2239892356
605	0.2239161829
606	0.223847589
607	0.2238260702
608	0.2237586655
609	0.223679631
610	0.2236299723
611	0.2235692001
612	0.2234909259
613	0.2234588762
614	0.2234224978
615	0.2233075265
616	0.2232937414
617	0.2232656316
618	0.2232167313
619	0.223107956
620	0.2230290406
621	0.2229402981
622	0.2228197565
623	0.2227934216
624	0.2227245035
625	0.2226890262
626	0.222597317
627	0.222573122
628	0.2225277853
629	0.2224524805
630	0.2223607552
631	0.2222595455
632	0.2222021944
633	0.2221448689
634	0.2220891903
635	0.222006276
636	0.221930499
637	0.2218855408
638	0.2218445164
639	0.2217322795
640	0.2216795556
641	0.2216517743
642	0.221642257
643	0.2216142668
644	0.2215894891
645	0.2214783868
646	0.2213456622
647	0.2213311631
648	0.2212713184
649	0.2212453728
650	0.2212357433
651	0.2211941174
652	0.2211415309
653	0.2210970852
654	0.2208833133
655	0.2208414558
656	0.2208233972
657	0.2207617448
658	0.2207367366
659	0.2206920274
660	0.2206687253
661	0.2206103036
662	0.2205490353
663	0.2204878197
664	0.2204617658
665	0.220398468
666	0.2203738102
667	0.2202768303
668	0.2202475012
669	0.2202173145
670	0.2201256946
671	0.2200998844
672	0.2200841439
673	0.2200635978
674	0.2200301009
675	0.2198690316
676	0.2198117381
677	0.2197909545
678	0.2197370659
679	0.2197200531
680	0.2196539278
681	0.2196437674
682	0.2195966781
683	0.2195607706
684	0.219532365
685	0.2194604347
686	0.2193480203
687	0.2192913774
688	0.2192239757
689	0.2191357995
690	0.2191098569
691	0.2190859344
692	0.219013351
693	0.2189984041
694	0.2189726285
695	0.2189077499
696	0.2188663612
697	0.2188544248
698	0.2188479783
699	0.2188014951
700	0.2187373713
701	0.2186632558
702	0.2186159013
703	0.2184431821
704	0.2184018755
705	0.2183534719
706	0.2183411405
707	0.2183056008
708	0.218284831
709	0.218217251
710	0.2181729808
711	0.2181668354
712	0.2181104453
713	0.2180691064
714	0.2180396148
715	0.2179805491
716	0.2179657085
717	0.2179555429
718	0.2178963748
719	0.2178395169
720	0.2177726484
721	0.2176835151
722	0.2176661588
723	0.2176439818
724	0.2175838991
725	0.2175261448
726	0.2174799713
727	0.2174759907
728	0.2173962818
729	0.2172697023
730	0.2172086554
731	0.2171738145
732	0.2171489086
733	0.2171088237
734	0.2170714959
735	0.2169929192
736	0.2169191606
737	0.2168806507
738	0.2168408154
739	0.2167743194
740	0.2167532795
741	0.2166486301
742	0.2166370438
743	0.2166001243
744	0.216481856
745	0.2164506522
746	0.216423689
747	0.2164167927
748	0.2163710251
749	0.2163186626
750	0.2162968515
751	0.2162479423
752	0.2162115015
753	0.2161517865
754	0.2161284717
755	0.2161137816
756	0.2160843623
757	0.2160460768
758	0.2159457109
759	0.2158723309
760	0.215833774
761	0.215740642
762	0.2156753097
763	0.2156168905
764	0.215559607
765	0.2155489912
766	0.2155145707
767	0.215484396
768	0.2154481001
769	0.2154024072
770	0.2153616564
771	0.215322117
772	0.2152854706
773	0.2152393396
774	0.2151970825
775	0.2151895814
776	0.2151830023
777	0.2151278219
778	0.2150649065
779	0.2150462726
780	0.2150212847
781	0.214968515
782	0.2149335241
783	0.2148692349
784	0.2148605164
785	0.214799983
786	0.2147538594
787	0.2147155079
788	0.2146725409
789	0.2146168667
790	0.214600088
791	0.2145504159
792	0.2145035656
793	0.214479983
794	0.214475628
795	0.2144370199
796	0.2144247752
797	0.214390183
798	0.2143659601
799	0.2143164896
800	0.2142707534
801	0.2142143106
802	0.2141819231
803	0.2141523775
804	0.2141514318
805	0.2141118456
806	0.2140747356
807	0.2140415712
808	0.2140102234
809	0.2139849328
810	0.2139741491
811	0.2139228324
812	0.213825008
813	0.2137619418
814	0.2137027697
815	0.2136844805
816	0.213656722
817	0.2136229634
818	0.213573763
819	0.2135539984
820	0.2135076685
821	0.2134846455
822	0.2134723801
823	0.213431147
824	0.213403068
825	0.2133769423
826	0.2132735307
827	0.2132323326
828	0.2131432651
829	0.2131010587
830	0.2130791286
831	0.212969618
832	0.212915201
833	0.2129015065
834	0.2128653185
835	0.2128646406
836	0.2128433223
837	0.2128196395
838	0.2127792093
839	0.2127656252
840	0.2127283317
841	0.212699462
842	0.2126988104
843	0.2126820089
844	0.2126517293
845	0.212598373
846	0.2125537125
847	0.2125262988
848	0.2125085806
849	0.2124631376
850	0.212459362
851	0.2124494435
852	0.212416678
853	0.2123961912
854	0.2123667353
855	0.2123246097
856	0.2123006275
